Time,Open,High,Low,Last,Change,Volume
04/09/18,511.7,519.02,511.7,518.65,8.23,"3,328,000"
04/06/18,513.11,516.28,510.42,510.42,-3.99,"3,017,900"
04/05/18,516.44,516.44,511.43,514.41,-1.3,"2,751,000"
04/04/18,510.64,518.12,507.99,515.71,3.13,"3,659,100"
04/03/18,516.39,517.81,510.84,512.58,-4.67,"3,948,800"
04/02/18,521.49,521.76,515.99,517.25,-5.02,"2,060,900"
03/29/18,517.31,523.14,517.01,522.27,5.14,"3,298,900"
03/28/18,508.84,517.37,508.82,517.13,8.4,"3,358,600"
03/27/18,512.43,514.13,507.42,508.73,-3.79,"3,786,000"
03/26/18,514.21,514.71,507.84,512.52,-0.44,"3,951,000"
03/23/18,520.37,521.02,512.73,512.96,-6.76,"3,701,900"
03/22/18,524.31,524.31,519.64,519.72,-5.56,"4,302,300"
03/21/18,530.32,530.32,524.89,525.28,-5.97,"5,777,100"
03/20/18,528.1,533.25,525.63,531.25,-4.89,"6,565,100"
03/19/18,533.47,536.88,533.46,536.14,2.95,"3,091,700"
03/16/18,535.99,539.99,533.1,533.19,-3.73,"9,021,800"
03/15/18,535.07,537.85,534.15,536.92,1.97,"3,318,100"
03/14/18,532.41,537.23,531.63,534.95,3.5,"3,250,800"
03/13/18,535.5,537.06,530.81,531.45,-3.47,"3,130,400"
03/12/18,533.1,536.41,532.96,534.92,1.81,"3,234,100"
03/09/18,531.89,533.46,529.2,533.11,2.38,"2,622,700"
03/08/18,528.73,531.82,528.6,530.73,2.67,"2,425,400"
03/07/18,530.34,533.48,527.78,528.06,-3.46,"2,857,000"
03/06/18,528.23,532.67,525.69,531.52,3.39,"3,204,700"
03/05/18,526.15,529.44,525.25,528.13,0.1,"2,928,200"
03/02/18,523.95,528.26,522.23,528.03,2.36,"3,220,500"
03/01/18,526.95,529.25,524.18,525.67,-1.2,"3,917,700"
02/28/18,530.69,532.12,526.8,526.87,-3.16,"5,014,500"
02/27/18,524.03,532.26,524.03,530.03,5.91,"3,139,100"
02/26/18,523.79,526.67,522.64,524.12,0.94,"3,530,800"
02/23/18,520.92,523.19,520.68,523.18,2.73,"2,628,300"
02/22/18,523.72,524.07,519.75,520.45,-3.39,"3,339,600"
02/21/18,527.42,529.4,522.85,523.84,-3.96,"2,516,900"
02/20/18,530.07,530.9,525.09,527.8,-2.96,"2,574,700"
02/16/18,524.49,530.9,523.17,530.76,6.61,"2,635,800"
02/15/18,522.08,524.69,518.11,524.15,4.14,"2,877,800"
02/14/18,517.77,522,516.57,520.01,-0.54,"3,343,400"
02/13/18,520.76,521.5,517,520.55,-0.88,"3,707,400"
02/12/18,519.17,522.95,518.52,521.43,3.94,"4,437,200"
02/09/18,519.16,519.99,514.07,517.49,-1.32,"4,164,000"
02/08/18,523.26,527.01,518.59,518.81,-5.14,"4,098,900"
02/07/18,524.11,525.61,520.98,523.95,-0.28,"3,537,300"
02/06/18,518.37,525.76,512.52,524.23,1.86,"4,903,000"
02/05/18,525.59,525.7,521.52,522.37,-5.54,"4,807,100"
02/02/18,530.12,530.12,525.29,527.91,-4.59,"4,841,700"
02/01/18,539.84,539.84,530.64,532.5,-9.01,"5,005,000"
01/31/18,543.1,543.45,538.99,541.51,-1.78,"4,237,900"
01/30/18,551.48,551.72,540.73,543.29,-7.2,"4,801,500"
01/29/18,552.92,554.04,550.35,550.49,-5.54,"2,593,000"
01/26/18,555.56,556.64,551.92,556.03,1.14,"2,962,200"
01/25/18,554.19,556.24,553.43,554.89,0.65,"3,506,800"
01/24/18,557.49,558.46,552.04,554.24,-2.23,"3,766,600"
01/23/18,555.53,558.68,551.9,556.47,0.83,"3,237,800"
01/22/18,552.33,556.21,549.44,555.64,2.86,"3,927,000"
01/19/18,550.76,554.5,550.76,552.78,1.87,"3,769,700"
01/18/18,546.95,551.13,546.27,550.91,3.38,"3,973,500"
01/17/18,545.34,547.95,544.27,547.53,2.17,"3,625,700"
01/16/18,544.14,545.39,541.73,545.36,2.2,"4,118,300"
01/15/18,543.81,543.81,541.14,543.16,-0.89,"1,845,800"
01/12/18,544.16,544.32,541.17,544.05,-0.79,"2,906,800"
01/11/18,548.57,549.13,543.92,544.84,-3.83,"3,331,000"
01/10/18,551.43,551.87,547.58,548.67,-4.05,"4,099,000"
01/09/18,550.62,553.18,548.16,552.72,3.66,"2,883,500"
01/08/18,551.16,551.53,548.05,549.06,-1.39,"2,485,500"
01/05/18,550.92,552.64,549.74,550.45,-1.18,"2,256,800"
01/04/18,550.39,553.32,549.55,551.63,1.06,"3,125,600"
01/03/18,550.65,551.56,548.53,550.57,-0.66,"3,290,000"
01/02/18,551.16,552.88,547.95,551.23,-0.76,"2,183,000"
12/29/17,552.94,553.16,550.18,551.99,-0.65,"1,755,400"
12/28/17,553.23,554.34,550.86,552.64,0.67,"2,059,500"
12/27/17,550.99,552.66,549.47,551.97,1.06,"1,792,700"
12/22/17,552.14,552.46,550.08,550.91,-1.24,"2,176,200"
12/21/17,552.72,553.81,550.28,552.15,-1.17,"2,479,400"
12/20/17,555.59,555.84,551.71,553.32,-3.23,"3,012,300"
12/19/17,560.28,562,556.26,556.55,-2.87,"3,216,500"
12/18/17,557.68,561.87,557.22,559.42,2.91,"2,854,600"
12/15/17,555.98,560.43,555.59,556.51,1.08,"9,638,300"
12/14/17,557.68,558.92,554.28,555.43,-3.1,"3,482,700"
12/13/17,560.01,562.29,558.12,558.53,-1.71,"4,066,400"
12/12/17,559.02,561.45,557.08,560.24,2.25,"3,790,900"
12/11/17,558.72,559.95,556.99,557.99,-0.57,"2,523,800"
12/08/17,557.37,560.08,557.3,558.56,1.12,"2,348,200"
12/07/17,558.02,560.39,557.2,557.44,-0.32,"2,847,500"
12/06/17,552.16,557.88,551.73,557.76,5.42,"3,201,600"
12/05/17,552.55,553.23,551.07,552.34,0.23,"2,802,500"
12/04/17,554.72,554.95,551.86,552.11,-1.43,"2,315,800"
12/01/17,552.61,555.73,550.15,553.54,0.65,"3,454,000"
11/30/17,551.83,554.08,549.21,552.89,1.69,"5,775,500"
11/29/17,551.47,551.47,548.29,551.2,1.52,"3,200,100"
11/28/17,551.14,556.2,549.43,549.68,0.42,"3,837,900"
11/27/17,549.63,551.03,547.54,549.26,-0.42,"2,020,700"
11/24/17,548.73,551.01,547.5,549.68,2.07,"1,564,800"
11/23/17,548.82,550.35,546.78,547.61,-2.55,"1,538,800"
11/22/17,550.09,552.13,548.85,550.16,-0.83,"2,430,900"
11/21/17,549.94,551.58,548.99,550.99,1.32,"2,411,100"
11/20/17,547.81,551.27,547.81,549.67,1.5,"2,472,700"
11/17/17,548.83,549.03,545.47,548.17,-0.59,"2,854,200"
11/16/17,551.49,552.79,547.95,548.76,-3.17,"3,743,900"
11/15/17,551.06,555.96,550.57,551.93,1.86,"3,494,600"
11/14/17,547.85,550.35,545.24,550.07,0.14,"2,871,000"
11/13/17,549.94,552.68,549.78,549.93,-1.52,"2,257,400"
11/10/17,546.79,551.85,545.45,551.45,4.67,"3,941,700"
11/09/17,542.05,548.66,542.05,546.78,2.46,"4,574,100"
11/08/17,538.95,544.64,538.16,544.32,6.16,"3,871,900"
11/07/17,538.23,541.09,536.81,538.16,-0.59,"2,893,200"
11/06/17,539.99,542.08,538.75,538.75,-1.6,"3,099,900"
11/03/17,540.21,540.55,535.54,540.35,-0.95,"3,033,300"
11/02/17,538.47,543.25,538.27,541.3,3.64,"4,304,700"
11/01/17,536.55,538.66,535.51,537.66,1.56,"3,780,100"
10/31/17,537.76,539.66,535.91,536.1,-1.68,"2,815,400"
10/30/17,538.1,538.62,536.09,537.78,-2.42,"2,927,100"
10/27/17,540.24,542.21,539.37,540.2,2.25,"3,775,900"
10/26/17,535.64,539.16,535.5,537.95,2.81,"2,754,700"
10/25/17,534.75,535.18,533.15,535.14,-0.24,"2,919,000"
10/24/17,535.13,537.2,534.73,535.38,0.91,"2,979,800"
10/23/17,531.61,535.46,531.18,534.47,3.12,"2,778,900"
10/20/17,533.14,533.56,530.36,531.35,-0.76,"2,675,100"
10/19/17,530.12,532.92,530.12,532.11,1.16,"3,068,400"
10/18/17,535.15,535.62,530.95,530.95,-4.26,"3,428,900"
10/17/17,535.11,536.8,534.14,535.21,-0.63,"2,847,900"
10/16/17,538.74,538.8,535.5,535.84,-2.75,"3,269,000"
10/13/17,537.31,540.3,537.3,538.59,0.64,"4,429,000"
10/12/17,534.23,539.04,534.05,537.95,5.03,"5,550,100"
10/11/17,532.43,534.08,531.37,532.92,1.05,"3,266,600"
10/10/17,535,535.3,531.71,531.87,-2.04,"3,074,200"
10/06/17,533.38,534.29,532.14,533.91,0.41,"2,371,800"
10/05/17,534.19,534.49,533.03,533.5,-0.57,"3,118,700"
10/04/17,530.23,534.66,528.97,534.07,4.23,"4,728,500"
10/03/17,532.02,535.17,529.81,529.84,-1.49,"5,596,800"
10/02/17,527.46,531.59,526.42,531.33,4.44,"5,385,300"
09/29/17,528.65,529.72,525.64,526.89,-1.3,"5,559,500"
09/28/17,527.85,531.06,527.2,528.19,-0.61,"5,895,600"
09/27/17,524.63,530.77,515.53,528.8,5.66,"7,724,000"
09/26/17,525.15,525.77,521.4,523.14,-1.53,"3,233,400"
09/25/17,525.49,526.42,524.27,524.67,-1.05,"3,386,800"
09/22/17,527.23,529.55,525.66,525.72,-1.58,"3,863,600"
09/21/17,528.1,528.89,526.98,527.3,-0.87,"3,088,300"
09/20/17,527.06,529.45,526.68,528.17,0.54,"3,068,100"
09/19/17,526.5,529.84,525.15,527.63,1.71,"6,465,900"
09/18/17,526.86,527.31,524.19,525.92,-0.2,"3,537,100"
09/15/17,523.06,527.98,520.26,526.12,2.53,"15,825,300"
09/14/17,519.93,524.8,519.45,523.59,5.45,"5,047,900"
09/13/17,517.96,520.71,516.77,518.14,-0.37,"3,337,900"
09/12/17,518.52,519.94,516.42,518.51,0.06,"2,909,300"
09/11/17,517.36,519.95,517.1,518.45,2.05,"4,806,500"
09/08/17,519.31,519.74,515.99,516.4,-2.76,"3,277,100"
09/07/17,520.07,521.7,517.35,519.16,-0.5,"3,975,500"
09/06/17,516.5,521.13,515.88,519.66,3.14,"4,148,600"
09/05/17,518.21,518.7,515.55,516.52,-3.84,"4,948,700"
09/01/17,522.42,523.5,519.7,520.36,-5.46,"4,029,700"
08/31/17,526.07,526.07,522.97,525.82,-1.63,"3,502,300"
08/30/17,526.46,528.64,525.68,527.45,1.5,"2,666,200"
08/29/17,522.57,526.1,519.7,525.95,0.95,"2,364,900"
08/28/17,525.46,525.88,522.6,525,-1.24,"2,178,500"
08/25/17,528.74,528.74,524.99,526.24,-1.88,"2,780,100"
08/24/17,532.14,532.7,528.06,528.12,-4.58,"2,838,500"
08/23/17,531.96,533.56,530.82,532.7,-1.58,"3,715,800"
08/22/17,532.51,534.98,530.7,534.28,1.66,"2,657,700"
08/21/17,530.7,532.92,528.97,532.62,1.76,"2,157,900"
08/18/17,533.47,533.47,530.25,530.86,-3.47,"3,364,800"
08/17/17,534.35,537.03,532.73,534.33,-0.47,"2,682,800"
08/16/17,535.77,538.11,534.8,534.8,-0.89,"3,128,000"
08/15/17,533.44,536.6,531.27,535.69,0.41,"3,648,600"
08/14/17,531.15,537.61,529.96,535.28,5.69,"3,617,600"
08/11/17,525.12,530.23,524.51,529.59,4.39,"3,599,400"
08/10/17,525.29,527.55,522.13,525.2,-1.05,"3,383,800"
08/09/17,526.37,528.92,525.76,526.25,-2.11,"4,049,800"
08/08/17,527.28,529.7,526.9,528.36,0.31,"3,309,000"
08/04/17,529.25,529.43,526.78,528.05,0.42,"2,563,500"
08/03/17,529.76,531.78,526.52,527.63,-1.66,"4,067,200"
08/02/17,526.8,531.76,526.8,529.29,4.17,"4,691,200"
08/01/17,524.19,528.19,520.34,525.12,1.38,"4,096,200"
07/31/17,525.27,527.48,523.59,523.74,-1.3,"3,815,900"
07/28/17,527.91,527.91,524.43,525.04,-5.34,"3,682,800"
07/27/17,530.15,534.54,527.74,530.38,-0.08,"4,678,300"
07/26/17,536.39,536.5,526.63,530.46,-5.82,"6,650,400"
07/25/17,533.96,537.41,533.96,536.28,3.81,"4,457,400"
07/24/17,533.24,533.52,529.56,532.47,-1.15,"2,733,300"
07/21/17,535.29,535.57,532.36,533.62,-3,"2,907,700"
07/20/17,537.46,538.18,534.08,536.62,0.74,"2,686,000"
07/19/17,533.77,538.42,533.77,535.88,3.78,"3,212,900"
07/18/17,532.06,533.3,530.87,532.1,-1,"3,128,900"
07/17/17,535.67,536.1,532.85,533.1,-3.17,"2,975,300"
07/14/17,536.38,537.62,533.42,536.27,-0.04,"2,726,600"
07/13/17,537.74,537.74,533.34,536.31,0.01,"3,201,700"
07/12/17,534.2,538.73,532.98,536.3,6.8,"4,040,600"
07/11/17,530.72,532.36,527.41,529.5,0.34,"4,176,700"
07/10/17,528.2,530.7,525.96,529.16,0.66,"2,933,500"
07/07/17,528.28,529.04,523.64,528.5,-0.15,"4,649,000"
07/06/17,533.17,534.01,528.04,528.65,-7.09,"4,458,600"
07/05/17,537.11,537.69,532.93,535.74,-1.56,"3,238,800"
07/04/17,539.66,541.09,535.12,537.3,-2.84,"1,602,900"
06/30/17,539.71,541.14,536.15,540.14,0.5,"3,997,500"
06/29/17,545.94,546.03,535.95,539.64,-7.53,"4,388,100"
06/28/17,550.53,555.22,546.85,547.17,-1.19,"3,882,900"
06/27/17,544.72,549.11,543.48,548.36,3.33,"3,324,400"
06/26/17,539.8,546.1,539.8,545.03,5.22,"2,944,800"
06/23/17,539.78,542.29,537.01,539.81,-0.79,"3,384,100"
06/22/17,542.13,544.3,540.08,540.6,-2.06,"3,234,000"
06/21/17,543.04,543.7,541.53,542.66,-0.31,"3,805,200"
06/20/17,541.96,545.17,541.49,542.97,1.06,"3,706,100"
06/19/17,542.43,542.43,538.68,541.91,1.02,"3,993,900"
06/16/17,545.93,546.83,530.35,540.89,-7.89,"14,518,200"
06/15/17,546.01,549.76,543.65,548.78,1.59,"4,083,000"
06/14/17,551.94,551.96,546.68,547.19,-4.44,"4,307,700"
06/13/17,552.48,554.07,549.92,551.63,-1.63,"4,469,500"
06/12/17,554.1,559.77,552.79,553.26,-1.67,"3,141,400"
06/09/17,560.93,562.73,551.96,554.93,-6.24,"3,647,600"
06/08/17,561.8,562.08,558.7,561.17,-0.35,"2,975,900"
06/07/17,564.67,565.33,560.43,561.52,-3.1,"4,045,300"
06/06/17,566.05,566.82,563.14,564.62,-2.15,"3,777,700"
06/05/17,568.53,568.85,563.9,566.77,-2.59,"3,846,000"
06/02/17,563.25,569.44,563.1,569.36,7.08,"3,333,200"
06/01/17,559.33,565.49,556.32,562.28,2.66,"5,582,300"
05/31/17,556.93,560.92,556.29,559.62,3.12,"6,191,900"
05/30/17,554.04,557.77,554.04,556.5,2.2,"3,298,700"
05/29/17,553.52,556.03,553.52,554.3,0.44,"1,489,400"
05/26/17,555.19,555.98,552.19,553.86,-1.36,"1,921,600"
05/25/17,556.08,557.15,552.28,555.22,0.06,"2,385,200"
05/24/17,556.52,556.9,551.16,555.16,-0.79,"2,676,700"
05/23/17,558.55,560.41,554.57,555.95,-0.82,"3,541,600"
05/19/17,552.12,556.97,551.31,556.77,4.26,"2,935,800"
05/18/17,552.22,555.14,549.4,552.51,0.08,"4,195,800"
05/17/17,561.17,561.32,552.43,552.43,-10.67,"4,396,900"
05/16/17,564.77,565.79,562.47,563.1,-0.93,"4,347,400"
05/15/17,562.37,565.3,562.37,564.03,3.07,"4,060,200"
05/12/17,559.33,562.75,558.95,560.96,1.06,"2,534,500"
05/11/17,563.48,564.92,558.13,559.9,-5.23,"3,928,700"
05/10/17,563.93,567.52,562.97,565.13,-0.36,"3,956,400"
05/09/17,567.64,568.5,563.48,565.49,-2.51,"3,642,700"
05/08/17,570.07,572.76,566.15,568,-1.76,"3,675,600"
05/05/17,563.33,571.19,561.38,569.76,7.01,"4,534,400"
05/04/17,561.12,565.21,559.21,562.75,1.4,"5,295,200"
05/03/17,565.87,569.73,560.39,561.35,-5.01,"4,258,500"
05/02/17,561.26,569.53,561.15,566.36,4.86,"4,460,900"
05/01/17,562.56,562.6,560,561.5,-1.1,"3,343,200"
04/28/17,556.29,563.24,556.15,562.6,5.09,"4,034,200"
04/27/17,554.03,558.22,550.75,557.51,2.69,"4,586,900"
04/26/17,552.31,556.78,550.9,554.82,3.13,"3,752,600"
04/25/17,545.67,553.84,545.67,551.69,9.34,"3,984,800"
04/24/17,543.65,546.46,542.3,542.35,-0.11,"3,748,600"
04/21/17,540.61,542.7,539.32,542.46,1.36,"2,496,400"
04/20/17,536.34,543.09,536.34,541.1,4.21,"2,959,800"
04/19/17,540.96,542.46,536.5,536.89,-4.34,"2,907,600"
04/18/17,541.49,542.65,537.22,541.23,-1.5,"2,628,600"
04/17/17,538.08,544.79,538.08,542.73,6.36,"3,033,600"
04/13/17,536.1,538.65,535.64,536.37,-0.35,"2,662,600"
04/12/17,534.05,537.34,533.32,536.72,2.35,"2,894,800"
04/11/17,534.39,534.74,528.8,534.37,-0.13,"2,440,000"
04/10/17,530.16,535.18,529.66,534.5,3.41,"2,533,300"
04/07/17,531.78,531.85,529.59,531.09,0.25,"2,479,800"
04/06/17,532.3,532.9,530.04,530.84,-0.88,"3,188,000"
04/05/17,532.03,534.51,531.55,531.72,-0.75,"3,733,200"
04/04/17,530.78,533.55,530.14,532.47,-0.12,"3,089,800"
04/03/17,533.28,535.92,531.28,532.59,-1.36,"3,678,400"
03/31/17,533.71,537.51,533.62,533.95,-0.47,"3,872,100"
03/30/17,533.33,534.81,532.33,534.42,1.22,"2,757,900"
03/29/17,534.41,534.52,531.41,533.2,-1.8,"3,277,500"
03/28/17,534.94,538.11,534.83,535,0.99,"3,091,000"
03/27/17,531.56,534.51,529.38,534.01,2.48,"3,430,900"
03/24/17,528.04,532.58,528.04,531.53,2.29,"3,101,000"
03/23/17,525.24,531.41,524.33,529.24,3.32,"2,969,300"
03/22/17,519.59,526.35,518.67,525.92,4.71,"4,603,900"
03/21/17,521.16,525.49,519.53,521.21,-0.07,"4,099,100"
03/20/17,523.69,524.46,517.36,521.28,-2.19,"3,784,900"
03/17/17,523.02,525.88,522.21,523.47,-1,"12,443,800"
03/16/17,520.91,524.95,520.87,524.47,4.59,"5,679,300"
03/15/17,516.57,521.01,512.28,519.88,4.69,"5,923,900"
03/14/17,517.99,518.74,514.58,515.19,-9.65,"5,619,600"
03/13/17,523.45,526.68,521.87,524.84,0.97,"4,346,500"
03/10/17,522.35,523.87,520.78,523.87,2.43,"2,936,900"
03/09/17,522.23,524.54,520.17,521.44,-0.68,"2,805,500"
03/08/17,519.75,525.31,517.94,522.12,2.78,"3,261,800"
03/07/17,519.92,521.39,517.6,519.34,-1.06,"4,635,300"
03/06/17,520.01,522.08,515.01,520.4,0.14,"3,620,300"
03/03/17,517.75,520.38,517.46,520.26,1.35,"3,474,600"
03/02/17,515.75,520.46,512.47,518.91,3.78,"4,273,000"
03/01/17,512.76,517.38,511.87,515.13,5.79,"5,287,500"
02/28/17,514.2,516.2,509.34,509.34,-5.41,"6,510,100"
02/27/17,517.44,517.66,511.67,514.75,-2.63,"7,817,500"
02/24/17,523.95,523.95,516.19,517.38,-8.29,"4,086,200"
02/23/17,522.31,528.18,519.98,525.67,5.25,"7,409,800"
02/22/17,520.87,521.5,519.13,520.42,0.19,"4,151,600"
02/21/17,515.22,520.26,515.2,520.23,4.47,"3,938,800"
02/17/17,516.93,517.15,514.64,515.76,-1.49,"2,560,900"
02/16/17,517.33,517.5,512.76,517.25,-0.13,"3,065,300"
02/15/17,515.63,517.43,513.45,517.38,2.04,"3,034,600"
02/14/17,516.33,517.08,513,515.34,-1.27,"2,923,100"
02/13/17,517.96,518.27,515.75,516.61,-0.49,"2,884,700"
02/10/17,512.82,517.83,512.65,517.1,4.35,"3,548,600"
02/09/17,510.42,514.31,509.6,512.75,2.74,"3,181,500"
02/08/17,507,511,505.66,510.01,3.03,"3,990,400"
02/07/17,504.42,507.37,503.25,506.98,2.44,"3,198,600"
02/06/17,507.6,507.6,502.47,504.54,-3.41,"3,166,000"
02/03/17,509.21,509.21,506.31,507.95,0.47,"3,252,900"
02/02/17,508.89,511.45,506.68,507.48,-1.41,"2,783,900"
02/01/17,512.96,513.56,508.75,508.89,-3.75,"3,125,900"
01/31/17,513.32,514.03,508.56,512.64,-1.75,"5,445,900"
01/30/17,517.77,517.77,512.45,514.39,-3.15,"4,296,500"
01/27/17,518.51,520.37,516.72,517.54,-0.76,"2,926,500"
01/26/17,520.83,521.7,517.57,518.3,-2.86,"3,175,000"
01/25/17,523.52,524.01,520,521.16,-0.92,"4,070,900"
01/24/17,520.87,522.73,517.33,522.08,1.02,"3,950,200"
01/23/17,523.94,524.23,516.38,521.06,-3.55,"3,298,900"
01/20/17,521.39,525.38,521.39,524.61,4.02,"3,887,400"
01/19/17,522.79,522.79,519.45,520.59,-2.25,"3,345,800"
01/18/17,520.64,524.27,520.6,522.84,1.67,"4,261,100"
01/17/17,518.98,521.56,517.83,521.17,2.56,"3,958,200"
01/16/17,518.86,519.62,517.36,518.61,0.36,"1,681,000"
01/13/17,511.77,518.73,511.33,518.25,7.07,"3,919,700"
01/12/17,512.07,512.07,508.81,511.18,-2.06,"5,220,500"
01/11/17,514.53,514.53,511.73,513.24,-1.29,"3,286,100"
01/10/17,516.02,516.76,512.07,514.53,-1.31,"4,086,500"
01/09/17,514.14,517.05,511.68,515.84,1.44,"2,927,300"
01/06/17,518.08,518.08,512.41,514.4,-3.81,"3,842,800"
01/05/17,518.28,520.44,515.75,518.21,0.38,"3,714,000"
01/04/17,518.39,519.97,517.18,517.83,-0.29,"3,066,500"
01/03/17,521.01,521.48,516.42,518.12,-1.66,"2,946,400"
12/30/16,522.3,522.9,518.59,519.78,-2.19,"2,307,100"
12/29/16,518.38,522.35,518.08,521.97,3.51,"2,873,700"
12/28/16,518.99,519.77,517.63,518.46,-0.63,"3,059,600"
12/23/16,519.65,520.91,518.1,519.09,-0.4,"1,860,500"
12/22/16,519.74,520.09,515.84,519.49,-0.24,"3,437,900"
12/21/16,519.02,521.56,517.82,519.73,0.62,"3,578,000"
12/20/16,521.05,521.61,518.2,519.11,-1.98,"3,977,400"
12/19/16,521.5,523.04,519.7,521.09,0.57,"4,291,000"
12/16/16,521.27,525.45,520.05,520.52,1,"13,670,000"
12/15/16,520.61,523.15,518.07,519.52,-2.69,"6,974,300"
12/14/16,525.54,528.19,520.58,522.21,-3.18,"6,142,000"
12/13/16,523.02,529.26,523.02,525.39,3.02,"6,910,400"
12/12/16,521.37,523.4,518.81,522.37,0.65,"3,827,100"
12/09/16,518.31,522.81,517.69,521.72,4.21,"3,839,100"
12/08/16,518.62,519.53,514.65,517.51,-0.4,"3,899,200"
12/07/16,511.73,518.76,510.53,517.91,6.57,"6,260,400"
12/06/16,513.27,513.29,509.84,511.34,-2.66,"5,718,300"
12/05/16,518.05,518.92,513.99,514,-2.56,"4,333,700"
12/02/16,512.07,517.86,511.85,516.56,4.51,"4,824,600"
12/01/16,521.6,521.6,511.29,512.05,-8.92,"5,477,200"
11/30/16,528.15,528.16,519.96,520.97,-7.9,"7,380,900"
11/29/16,525.17,529.47,524.64,528.87,3.96,"3,952,900"
11/28/16,524.86,525.84,523.4,524.91,-0.22,"3,900,700"
11/25/16,524.21,527.1,522.46,525.13,1.22,"2,445,500"
11/24/16,527.43,528.02,523.91,523.91,-2.94,"1,649,200"
11/23/16,525.83,528.62,524.54,526.85,0.96,"4,059,200"
11/22/16,524.48,528.89,523.55,525.89,2.85,"4,531,800"
11/21/16,519.55,523.51,516.53,523.04,4.09,"4,609,200"
11/18/16,521.97,522.39,517.63,518.95,-3.29,"4,038,200"
11/17/16,518.52,524.11,517.53,522.24,4.6,"4,839,100"
11/16/16,517.91,522.2,517.19,517.64,6.73,"6,617,200"
11/15/16,506.33,511.08,503.57,510.91,7.8,"4,916,900"
11/14/16,507.1,507.53,493.74,503.11,-3.67,"5,028,300"
11/11/16,510.85,511.68,506.57,506.78,-3.98,"4,231,200"
11/10/16,522.27,522.27,509.62,510.76,-14.86,"6,042,100"
11/09/16,520.8,527.67,520.75,525.62,-1.71,"3,944,400"
11/08/16,526.91,528.87,525.42,527.33,0.68,"2,862,000"
11/07/16,524.98,526.73,524.07,526.65,3.77,"2,866,000"
11/04/16,525.59,525.59,522.24,522.88,-3.09,"4,118,200"
11/03/16,528.17,529.45,525.29,525.97,-2.21,"3,194,400"
11/02/16,533.35,533.94,527.77,528.18,-6.1,"3,992,100"
11/01/16,533.9,536.96,532.32,534.28,-0.08,"4,602,500"
10/31/16,534.12,537.68,532.67,534.36,0.32,"3,633,700"
10/28/16,531.92,535.05,531.06,534.04,1.55,"2,795,400"
10/27/16,533.58,535.41,532.1,532.49,-1.26,"2,880,100"
10/26/16,531.27,537.83,530.16,533.75,2.11,"4,727,400"
10/25/16,535.66,535.69,531.21,531.64,-4.36,"3,332,900"
10/24/16,533.24,538.36,531.56,536,2.67,"2,322,900"
10/21/16,532.52,534.11,529.41,533.33,-0.8,"3,482,100"
10/20/16,537.05,537.05,533.37,534.13,-3.32,"3,821,700"
10/19/16,535.88,538.29,533.08,537.45,1.95,"4,038,200"
10/18/16,532.86,536.26,532.31,535.5,4.11,"3,685,400"
10/17/16,532.04,532.4,529.77,531.39,0.09,"3,262,300"
10/14/16,531.54,533.79,530.26,531.3,1.07,"3,218,200"
10/13/16,526.39,531.98,523.92,530.23,2.2,"4,564,800"
10/12/16,521.07,529.2,521.01,528.03,6.4,"4,501,200"
10/11/16,522.81,523.05,520.63,521.63,-0.93,"4,029,200"
10/07/16,523.24,524.18,518.83,522.56,-1.16,"3,197,200"
10/06/16,524.16,524.96,521.18,523.72,-1.05,"4,909,000"
10/05/16,523.64,526.15,522.6,524.77,0.77,"4,002,400"
10/04/16,527.39,529.24,521.66,524,-3.26,"3,207,400"
10/03/16,527.62,528.71,524.33,527.26,-0.64,"3,418,000"
09/30/16,531.44,531.74,527.35,527.9,-1.32,"4,246,700"
09/29/16,530.05,531.57,527.1,529.22,-1.46,"2,985,400"
09/28/16,534.95,536.3,529.68,530.68,-3.17,"3,323,800"
09/27/16,531.66,534.66,530.67,533.85,1.91,"3,222,500"
09/26/16,536.98,536.98,531.35,531.94,-6.8,"3,632,000"
09/23/16,541.35,541.59,538.01,538.74,-2.38,"3,021,900"
09/22/16,539.49,542.28,539.49,541.12,4.03,"3,059,400"
09/21/16,535.98,537.51,533.62,537.09,1.96,"2,594,100"
09/20/16,532.65,536.52,532.65,535.13,4.52,"2,811,000"
09/19/16,529.27,531.78,528.21,530.61,1.02,"4,607,700"
09/16/16,533.65,533.65,526.95,529.59,-3.64,"8,518,800"
09/15/16,525.97,533.4,525.97,533.23,5.81,"4,111,200"
09/14/16,523.25,529.59,521.53,527.42,4.77,"4,258,000"
09/13/16,526.34,526.93,522.15,522.65,-6.16,"5,358,300"
09/12/16,529.54,531.13,525.18,528.81,-2.37,"3,862,200"
09/09/16,537,537,529.73,531.18,-7.99,"4,004,700"
09/08/16,543.41,543.97,537.25,539.17,-5.35,"5,280,300"
09/07/16,550.72,552.01,543.35,544.52,-7.43,"3,729,100"
09/06/16,554.33,554.33,551.3,551.95,-2.75,"3,379,600"
09/02/16,552.94,556.62,551.94,554.7,3.24,"2,766,800"
09/01/16,547,552.27,547,551.46,3.01,"3,519,500"
08/31/16,547.72,548.7,544.66,548.45,1.46,"5,177,400"
08/30/16,548.65,549.81,544.49,546.99,-1.43,"4,090,900"
08/29/16,548.69,550.11,546.99,548.42,-0.16,"3,441,100"
08/26/16,549.38,551.14,545.48,548.58,-0.84,"2,791,200"
08/25/16,552.44,553.11,548.49,549.42,-3.47,"3,450,700"
